Date,Open,High,Low,Close,Adj Close,Volume
2011-11-29,36.200001,40.609001,35.103001,39.000000,19.351126,19200
2011-11-30,44.150002,54.599998,44.000999,54.599998,27.091581,76800
2011-12-01,54.599998,54.599998,54.599998,54.599998,27.091581,0
2011-12-02,45.863991,45.863991,45.863991,45.863991,22.756922,1899
2011-12-05,37.549999,37.577000,36.700001,37.099998,18.408382,1552200
2011-12-06,36.786999,36.897999,34.750000,34.799999,17.267159,831100
2011-12-07,35.450001,35.700001,35.000000,35.299999,17.515251,467700
2011-12-08,35.200001,35.549999,34.750000,35.549999,17.639296,181400
2011-12-09,35.000999,35.238998,34.200001,34.575001,17.155518,631800
2011-12-12,34.001999,34.450001,33.299999,33.490002,16.617159,225800
2011-12-13,33.000000,34.000000,30.500999,33.900002,16.820597,665500
2011-12-14,33.700001,34.000000,32.619999,34.000000,16.870214,104200
2011-12-15,33.200001,33.299999,32.029999,33.208000,16.477234,358600
2011-12-16,32.400002,32.400002,31.757000,32.198002,15.976093,134400
2011-12-19,30.750000,32.000000,30.750000,31.709999,15.733956,133500
2011-12-20,31.170000,31.497000,31.106001,31.347000,15.553843,150500
2011-12-21,31.129999,31.129999,30.549999,31.049000,15.405978,236800
2011-12-22,30.402000,30.402000,30.402000,30.402000,15.084950,5100
2011-12-23,30.650000,30.900000,30.299999,30.301001,15.034834,149400
2011-12-26,31.000000,31.000000,30.014999,30.347000,15.057658,182
2011-12-27,31.000000,31.000000,30.000000,30.100000,14.935101,18400
2011-12-28,30.379000,30.400000,30.000000,30.111000,14.940558,595400
2011-12-29,29.799000,30.548000,29.798000,30.548000,15.157390,404900
2011-12-30,30.400000,31.000000,30.400000,31.000000,15.381661,572000
2012-01-03,31.000000,31.000000,31.000000,31.000000,15.381661,0
2012-01-04,31.000000,31.000000,31.000000,31.000000,15.381661,0
2012-01-05,31.000000,31.000000,31.000000,31.000000,15.381661,0
2012-01-06,31.000000,31.000000,31.000000,31.000000,15.381661,0
2012-01-10,30.090000,30.500000,30.090000,30.440001,15.103805,180300
2012-01-11,30.299999,30.598000,30.104000,30.112000,14.941051,81900
2012-01-12,30.697001,30.750000,30.549999,30.698999,15.232313,264700
2012-01-13,30.600000,30.650000,30.400000,30.400000,15.083955,25100
2012-01-16,30.197001,30.299999,29.903000,30.150000,14.959910,106400
2012-01-17,30.249001,30.469999,29.799000,29.900000,14.835865,408100
2012-01-18,30.000000,30.000000,27.000000,29.799999,14.786246,201700
2012-01-19,29.500000,29.900000,27.033001,29.850000,14.811054,440700
2012-01-20,30.000000,30.200001,30.000000,30.200001,14.984718,1640200
2012-01-23,30.237000,30.375000,30.000000,30.120001,14.945028,472300
2012-01-24,23.125000,30.049999,23.125000,29.900000,14.835865,309000
2012-01-25,29.900999,30.000000,29.811001,29.940001,14.855711,100500
2012-01-26,30.000000,30.000000,29.000000,29.996000,14.883500,251
2012-01-27,29.000000,30.000000,29.000000,29.920000,14.845787,162800
2012-01-30,29.830000,29.990000,29.330000,29.500000,14.637393,347200
2012-01-31,29.770000,29.770000,29.770000,29.770000,14.771358,500000
2012-02-01,30.041000,30.080000,30.000000,30.049999,14.910290,650
2012-02-02,27.879999,32.750000,30.010000,32.424999,16.088724,3367100
2012-02-03,32.450001,32.500000,31.600000,31.850000,15.803420,411400
2012-02-06,31.510000,31.695000,31.502001,31.600000,15.679376,424200
2012-02-07,33.000000,33.215000,33.000000,33.215000,16.480711,4943
2012-02-08,33.500000,33.879002,33.500000,33.799999,16.770975,4753900
2012-02-09,33.000000,33.000000,32.520000,32.848999,16.299105,539
2012-02-10,32.799000,32.799000,32.025002,32.200001,15.977085,491700
2012-02-13,32.680000,33.450001,32.680000,32.907001,16.327887,18839
2012-02-14,33.549999,33.580002,33.455002,33.580002,16.661819,24
2012-02-15,32.000000,33.630001,32.000000,33.584000,16.663799,4847
2012-02-16,33.474991,33.570000,33.007999,33.248001,16.497084,219
2012-02-17,33.299999,33.348999,32.166000,33.348999,16.547195,3
2012-02-20,33.490002,33.497002,33.380001,33.450001,16.597311,156100
2012-02-21,32.201000,33.400002,32.201000,33.400002,16.572506,193300
2012-02-22,33.000000,33.000000,32.015999,33.000000,16.374029,3
2012-02-24,36.516701,36.516701,32.520000,32.799999,16.274794,626
2012-02-27,26.346001,32.575001,32.362000,32.417999,16.085253,1200000
2012-02-28,31.285400,31.898001,29.322800,31.700001,15.728997,331
2012-02-29,30.248890,32.279999,28.656790,31.877001,15.816818,2062
2012-03-01,31.106001,32.898991,31.010000,32.860001,16.304565,1780
2012-03-02,32.430000,32.583000,32.430000,32.583000,16.167124,2089
2012-03-05,32.009998,32.422001,31.799999,32.398991,16.075819,703
