Date,Open,High,Low,Close,Adj Close,Volume
2013-06-20,292.600006,300.000000,244.550003,278.230011,276.850220,4180
2013-06-21,277.600006,279.899994,260.500000,262.380005,261.078766,4930
2013-06-24,265.859985,265.859985,254.000000,254.500000,253.237854,6658
2013-06-25,251.190002,255.940002,244.949997,252.169998,250.919403,5569
2013-06-26,247.320007,248.509995,236.429993,237.070007,235.894333,11800
2013-06-27,238.000000,238.000000,222.220001,228.600006,227.466293,13385
2013-06-28,228.080002,231.259995,220.000000,224.899994,223.784668,19739
2013-07-01,227.020004,242.839996,227.020004,240.470001,239.277405,20694
2013-07-02,240.610001,256.929993,240.610001,249.339996,248.103439,17474
2013-07-03,248.169998,250.000000,235.059998,244.710007,243.496399,21090
2013-07-04,235.300003,252.929993,235.300003,251.580002,250.332352,5430
2013-07-05,251.000000,253.160004,237.500000,242.500000,241.297363,8635
2013-07-08,238.000000,241.800003,230.089996,236.000000,234.829590,36135
2013-07-09,237.009995,242.389999,234.729996,238.380005,237.197845,48878
2013-07-10,238.860001,244.100006,234.220001,235.000000,233.834579,17799
2013-07-11,237.759995,260.000000,236.729996,256.000000,254.730438,63084
2013-07-12,257.809998,258.200012,250.259995,251.619995,250.372147,6996
2013-07-15,250.009995,254.759995,249.369995,253.850006,252.591110,5710
2013-07-16,254.110001,265.980011,253.830002,265.040009,263.725586,5143
2013-07-17,270.480011,284.089996,258.019989,283.809998,282.402557,15210
2013-07-18,281.309998,289.959991,272.089996,283.890015,282.482117,24336
2013-07-19,287.500000,303.450012,281.640015,303.450012,301.945129,8319
2013-07-22,300.890015,313.619995,297.000000,313.619995,312.064667,7676
2013-07-23,311.660004,325.000000,310.000000,325.000000,323.388306,28964
2013-07-24,322.059998,322.059998,314.040009,315.320007,313.756287,14513
2013-07-25,311.000000,313.459991,300.989990,311.910004,310.363251,2866
2013-07-26,311.920013,323.850006,311.920013,317.149994,315.577118,12575
2013-07-29,317.929993,321.890015,312.160004,320.149994,318.562195,87491
2013-07-30,318.809998,322.000000,314.920013,321.200012,319.607086,16464
2013-07-31,325.029999,325.029999,320.679993,322.549988,320.950409,7930
2013-08-01,320.730011,345.660004,320.730011,339.929993,338.244202,8391
2013-08-02,333.000000,338.899994,321.649994,336.089996,334.423248,2121
2013-08-05,335.170013,335.320007,329.890015,333.500000,331.846161,2595
2013-08-06,335.000000,335.000000,321.200012,321.500000,319.905609,1228
2013-08-07,322.000000,332.390015,317.019989,329.890015,328.253967,6014
2013-08-08,333.000000,359.989990,333.000000,355.750000,353.985718,4853
2013-08-09,355.549988,367.989990,352.269989,367.059998,365.239624,3861
2013-08-12,476.000000,476.000000,365.980011,476.000000,473.639374,4041
2013-08-13,379.989990,387.920013,373.200012,383.049988,381.150391,3805
2013-08-14,387.519989,387.519989,377.459991,382.190002,380.294617,2806
2013-08-15,296.940002,383.000000,285.000000,370.000000,368.165039,2791
